date,actual_energy,predicted_energy,residual,absolute_error,is_anomaly,severity,T1,T_out,RH_1,RH_out,Windspeed,Visibility,Tdewpoint,lights,hour,day_of_week
2016-04-30 18:00:00,70,192.99,-122.99,122.99,False,Normal,22.0,9.7,40.6566666666667,67.0,6.0,40.0,3.7,10,18,5
2016-04-30 18:10:00,70,170.96,-100.96,100.96,False,Normal,22.0,9.68333333333333,40.4666666666667,67.0,6.0,40.0,3.7,0,18,5
2016-04-30 18:20:00,70,171.5,-101.5,101.5,False,Normal,21.9266666666667,9.66666666666667,40.4,67.0,6.0,40.0,3.7,0,18,5
2016-04-30 18:30:00,70,172.22,-102.22,102.22,False,Normal,21.89,9.65,40.26,67.0,6.0,40.0,3.7,0,18,5
2016-04-30 18:40:00,70,169.4,-99.4,99.4,False,Normal,21.89,9.633333333333328,40.1266666666667,67.0,6.0,40.0,3.7,0,18,5
2016-04-30 18:50:00,70,165.11,-95.11,95.11,False,Normal,21.89,9.61666666666667,39.9666666666667,67.0,6.0,40.0,3.7,0,18,5
2016-04-30 19:00:00,70,160.32,-90.32,90.32,False,Normal,21.89,9.6,39.8266666666667,67.0,6.0,40.0,3.7,0,19,5
2016-04-30 19:10:00,80,154.02,-74.02,74.02,False,Normal,21.89,9.55,39.7,67.0,6.0,40.0,3.6666666666666705,0,19,5
2016-04-30 19:20:00,60,155.63,-95.63,95.63,False,Normal,21.89,9.5,39.6266666666667,67.0,6.0,40.0,3.6333333333333298,0,19,5
2016-04-30 19:30:00,50,174.85,-124.85,124.85,False,Normal,21.79,9.45,39.4,67.0,6.0,40.0,3.6,10,19,5
2016-04-30 19:40:00,60,156.55,-96.55,96.55,False,Normal,21.79,9.4,39.3266666666667,67.0,6.0,40.0,3.56666666666667,0,19,5
2016-04-30 19:50:00,40,145.37,-105.37,105.37,False,Normal,21.79,9.35,39.2,67.0,6.0,40.0,3.53333333333333,0,19,5
2016-04-30 20:00:00,70,138.26,-68.26,68.26,False,Normal,21.73,9.3,39.2,67.0,6.0,40.0,3.5,0,20,5
2016-04-30 20:10:00,70,132.41,-62.41,62.41,False,Normal,21.7,9.05,39.09,67.3333333333333,5.8333333333333295,40.0,3.31666666666667,0,20,5
2016-04-30 20:20:00,60,129.61,-69.61,69.61,False,Normal,21.7,8.8,39.03,67.6666666666667,5.66666666666667,40.0,3.13333333333333,0,20,5
2016-04-30 20:30:00,80,123.21,-43.21,43.21,False,Normal,21.7,8.55,38.863333333333294,68.0,5.5,40.0,2.95,0,20,5
2016-04-30 20:40:00,70,120.94,-50.94,50.94,False,Normal,21.6333333333333,8.3,38.73,68.3333333333333,5.3333333333333295,40.0,2.7666666666666706,0,20,5
2016-04-30 20:50:00,80,119.04,-39.04,39.04,False,Normal,21.6,8.05,38.645,68.6666666666667,5.16666666666667,40.0,2.5833333333333295,0,20,5
2016-04-30 21:00:00,70,119.78,-49.78,49.78,False,Normal,21.6,7.8,38.59,69.0,5.0,40.0,2.4,0,21,5
2016-04-30 21:10:00,70,117.77,-47.77,47.77,False,Normal,21.533333333333296,7.599999999999999,38.59,70.0,4.8333333333333295,40.0,2.41666666666667,0,21,5
2016-04-30 21:20:00,70,116.73,-46.73,46.73,False,Normal,21.5,7.4,38.5,71.0,4.66666666666667,40.0,2.43333333333333,0,21,5
2016-04-30 21:30:00,70,116.02,-46.02,46.02,False,Normal,21.5,7.2,38.433333333333294,72.0,4.5,40.0,2.45,0,21,5
2016-04-30 21:40:00,70,114.86,-44.86,44.86,False,Normal,21.5,7.0,38.4,73.0,4.3333333333333295,40.0,2.4666666666666694,0,21,5
2016-04-30 21:50:00,70,116.07,-46.07,46.07,False,Normal,21.4266666666667,6.8,38.3266666666667,74.0,4.16666666666667,40.0,2.4833333333333294,0,21,5
2016-04-30 22:00:00,60,116.03,-56.03,56.03,False,Normal,21.39,6.6,38.2,75.0,4.0,40.0,2.5,0,22,5
2016-04-30 22:10:00,70,115.96,-45.96,45.96,False,Normal,21.39,6.4,38.1266666666667,76.1666666666667,3.8333333333333295,40.0,2.5,0,22,5
2016-04-30 22:20:00,80,115.32,-35.32,35.32,False,Normal,21.39,6.2,38.09,77.3333333333333,3.6666666666666705,40.0,2.5,0,22,5
2016-04-30 22:30:00,110,138.19,-28.19,28.19,False,Normal,21.323333333333295,6.0,38.09,78.5,3.5,40.0,2.5,10,22,5
2016-04-30 22:40:00,70,123.33,-53.33,53.33,False,Normal,21.29,5.8,38.23,79.6666666666667,3.3333333333333295,40.0,2.5,0,22,5
2016-04-30 22:50:00,50,122.05,-72.05,72.05,False,Normal,21.29,5.6,38.363333333333294,80.8333333333333,3.16666666666667,40.0,2.5,0,22,5
2016-04-30 23:00:00,50,120.85,-70.85,70.85,False,Normal,21.29,5.4,38.5,82.0,3.0,40.0,2.5,0,23,5
2016-04-30 23:10:00,40,120.09,-80.09,80.09,False,Normal,21.29,5.21666666666667,38.5,82.6666666666667,2.8333333333333295,40.0,2.45,0,23,5
2016-04-30 23:20:00,20,113.89,-93.89,93.89,False,Normal,21.26,5.03333333333333,38.43,83.3333333333333,2.66666666666667,40.0,2.4,0,23,5
2016-04-30 23:30:00,40,110.86,-70.86,70.86,False,Normal,21.2,4.85,38.29,84.0,2.5,40.0,2.35,0,23,5
2016-04-30 23:40:00,30,110.0,-80.0,80.0,False,Normal,21.2,4.66666666666667,38.26,84.6666666666667,2.3333333333333295,40.0,2.3,0,23,5
2016-04-30 23:50:00,70,111.24,-41.24,41.24,False,Normal,21.2,4.48333333333333,38.2,85.3333333333333,2.16666666666667,40.0,2.25,0,23,5
2016-05-01 00:00:00,50,83.47,-33.47,33.47,False,Normal,21.2,4.3,38.2,86.0,2.0,40.0,2.2,0,0,6
2016-05-01 00:10:00,60,79.36,-19.36,19.36,False,Normal,21.15,4.28333333333333,38.1725,86.3333333333333,2.16666666666667,38.16666666666669,2.2166666666666694,0,0,6
2016-05-01 00:20:00,50,77.76,-27.76,27.76,False,Normal,21.1333333333333,4.26666666666667,38.09,86.6666666666667,2.3333333333333295,36.33333333333329,2.2333333333333294,0,0,6
2016-05-01 00:30:00,50,75.98,-25.98,25.98,False,Normal,21.1,4.25,38.09,87.0,2.5,34.5,2.25,0,0,6
2016-05-01 00:40:00,60,73.42,-13.42,13.42,False,Normal,21.1,4.23333333333333,38.03,87.3333333333333,2.66666666666667,32.66666666666669,2.2666666666666706,0,0,6
2016-05-01 00:50:00,40,75.12,-35.12,35.12,False,Normal,21.066666666666695,4.21666666666667,38.0,87.6666666666667,2.8333333333333295,30.8333333333333,2.28333333333333,0,0,6
2016-05-01 01:00:00,60,74.59,-14.59,14.59,False,Normal,21.0,4.2,38.0,88.0,3.0,29.0,2.3,0,1,6
2016-05-01 01:10:00,50,72.15,-22.15,22.15,False,Normal,21.0,4.11666666666667,37.9,88.3333333333333,3.0,28.5,2.28333333333333,0,1,6
2016-05-01 01:20:00,60,71.13,-11.13,11.13,False,Normal,21.0,4.03333333333333,37.9,88.6666666666667,3.0,28.0,2.2666666666666706,0,1,6
2016-05-01 01:30:00,50,69.25,-19.25,19.25,False,Normal,20.963333333333296,3.95,37.9,89.0,3.0,27.5,2.25,0,1,6
2016-05-01 01:40:00,60,67.71,-7.71,7.71,False,Normal,20.89,3.86666666666667,37.9,89.3333333333333,3.0,27.0,2.2333333333333294,0,1,6
2016-05-01 01:50:00,50,66.75,-16.75,16.75,False,Normal,20.89,3.7833333333333297,37.9,89.6666666666667,3.0,26.5,2.2166666666666694,0,1,6
2016-05-01 02:00:00,40,68.66,-28.66,28.66,False,Normal,20.89,3.7,37.9,90.0,3.0,26.0,2.2,0,2,6
2016-05-01 02:10:00,50,67.94,-17.94,17.94,False,Normal,20.8566666666667,3.6666666666666705,37.83333333333329,90.3333333333333,3.0,25.666666666666696,2.2166666666666694,0,2,6
2016-05-01 02:20:00,40,67.97,-27.97,27.97,False,Normal,20.79,3.6333333333333298,37.76,90.6666666666667,3.0,25.3333333333333,2.2333333333333294,0,2,6
2016-05-01 02:30:00,50,70.11,-20.11,20.11,False,Normal,20.79,3.6,37.76,91.0,3.0,25.0,2.25,0,2,6
2016-05-01 02:40:00,50,69.54,-19.54,19.54,False,Normal,20.79,3.56666666666667,37.76,91.3333333333333,3.0,24.666666666666696,2.2666666666666706,0,2,6
2016-05-01 02:50:00,60,70.22,-10.22,10.22,False,Normal,20.79,3.53333333333333,37.7,91.6666666666667,3.0,24.3333333333333,2.28333333333333,0,2,6
2016-05-01 03:00:00,50,73.13,-23.13,23.13,False,Normal,20.73,3.5,37.7,92.0,3.0,24.0,2.3,0,3,6
2016-05-01 03:10:00,60,71.81,-11.81,11.81,False,Normal,20.7,3.41666666666667,37.7,92.1666666666667,2.8333333333333295,23.5,2.25,0,3,6
2016-05-01 03:20:00,40,71.13,-31.13,31.13,False,Normal,20.7,3.3333333333333295,37.7225,92.3333333333333,2.66666666666667,23.0,2.2,0,3,6
2016-05-01 03:30:00,20,72.46,-52.46,52.46,False,Normal,20.7,3.25,37.73,92.5,2.5,22.5,2.15,0,3,6
2016-05-01 03:40:00,40,68.52,-28.52,28.52,False,Normal,20.7,3.16666666666667,37.7,92.6666666666667,2.3333333333333295,22.0,2.1,0,3,6
2016-05-01 03:50:00,40,67.41,-27.41,27.41,False,Normal,20.7,3.0833333333333295,37.7,92.8333333333333,2.16666666666667,21.5,2.05,0,3,6
2016-05-01 04:00:00,50,69.71,-19.71,19.71,False,Normal,20.7,3.0,37.7,93.0,2.0,21.0,2.0,0,4,6
2016-05-01 04:10:00,50,70.95,-20.95,20.95,False,Normal,20.6333333333333,2.86666666666667,37.6266666666667,93.5,2.0,28.0,1.93333333333333,0,4,6
2016-05-01 04:20:00,60,72.61,-12.61,12.61,False,Normal,20.6,2.7333333333333294,37.59,94.0,2.0,35.0,1.86666666666667,0,4,6
2016-05-01 04:30:00,50,73.99,-23.99,23.99,False,Normal,20.6,2.6,37.59,94.5,2.0,42.0,1.8,0,4,6
2016-05-01 04:40:00,60,76.65,-16.65,16.65,False,Normal,20.6,2.4666666666666694,37.59,95.0,2.0,49.0,1.73333333333333,0,4,6
2016-05-01 04:50:00,50,81.05,-31.05,31.05,False,Normal,20.6,2.3333333333333295,37.59,95.5,2.0,56.0,1.66666666666667,0,4,6
2016-05-01 05:00:00,50,83.88,-33.88,33.88,False,Normal,20.6,2.2,37.59,96.0,2.0,63.0,1.6,0,5,6
2016-05-01 05:10:00,50,85.36,-35.36,35.36,False,Normal,20.533333333333296,2.16666666666667,37.59,95.8333333333333,2.0,63.0,1.53333333333333,0,5,6
2016-05-01 05:20:00,50,80.93,-30.93,30.93,False,Normal,20.5,2.13333333333333,37.59,95.6666666666667,2.0,63.0,1.46666666666667,0,5,6
2016-05-01 05:30:00,50,81.33,-31.33,31.33,False,Normal,20.5,2.1,37.59,95.5,2.0,63.0,1.4,0,5,6
2016-05-01 05:40:00,60,82.83,-22.83,22.83,False,Normal,20.5,2.06666666666667,37.59,95.3333333333333,2.0,63.0,1.33333333333333,0,5,6
2016-05-01 05:50:00,50,84.83,-34.83,34.83,False,Normal,20.5,2.03333333333333,37.59,95.1666666666667,2.0,63.0,1.26666666666667,0,5,6
2016-05-01 06:00:00,60,86.5,-26.5,26.5,False,Normal,20.5,2.0,37.59,95.0,2.0,63.0,1.2,0,6,6
2016-05-01 06:10:00,60,86.92,-26.92,26.92,False,Normal,20.5,2.03333333333333,37.59,95.3333333333333,2.0,62.66666666666669,1.28333333333333,0,6,6
2016-05-01 06:20:00,50,87.35,-37.35,37.35,False,Normal,20.463333333333296,2.06666666666667,37.56,95.6666666666667,2.0,62.33333333333329,1.36666666666667,0,6,6
2016-05-01 06:30:00,50,89.44,-39.44,39.44,False,Normal,20.463333333333296,2.1,37.56,96.0,2.0,62.0,1.45,0,6,6
2016-05-01 06:40:00,50,89.27,-39.27,39.27,False,Normal,20.39,2.13333333333333,37.5,96.3333333333333,2.0,61.66666666666669,1.53333333333333,0,6,6
2016-05-01 06:50:00,50,92.88,-42.88,42.88,False,Normal,20.39,2.16666666666667,37.5,96.6666666666667,2.0,61.33333333333329,1.61666666666667,0,6,6
2016-05-01 07:00:00,50,91.31,-41.31,41.31,False,Normal,20.39,2.2,37.5,97.0,2.0,61.0,1.7,0,7,6
2016-05-01 07:10:00,60,88.9,-28.9,28.9,False,Normal,20.39,2.55,37.5,96.5,2.0,61.33333333333329,1.98333333333333,0,7,6
2016-05-01 07:20:00,60,83.25,-23.25,23.25,False,Normal,20.39,2.9,37.5,96.0,2.0,61.66666666666669,2.2666666666666706,0,7,6
2016-05-01 07:30:00,80,76.67,3.33,3.33,False,Normal,20.39,3.25,37.66666666666671,95.5,2.0,62.0,2.55,0,7,6
2016-05-01 07:40:00,50,78.8,-28.8,28.8,False,Normal,20.39,3.6,38.19333333333329,95.0,2.0,62.33333333333329,2.8333333333333295,0,7,6
2016-05-01 07:50:00,50,83.26,-33.26,33.26,False,Normal,20.463333333333296,3.95,38.53,94.5,2.0,62.66666666666669,3.11666666666667,0,7,6
2016-05-01 08:00:00,60,86.81,-26.81,26.81,False,Normal,20.463333333333296,4.3,38.59,94.0,2.0,63.0,3.4,0,8,6
2016-05-01 08:10:00,60,118.11,-58.11,58.11,False,Normal,20.5,4.7,38.723333333333294,92.5,2.3333333333333295,57.33333333333329,3.56666666666667,10,8,6
2016-05-01 08:20:00,60,97.39,-37.39,37.39,False,Normal,20.5,5.1,38.53,91.0,2.66666666666667,51.66666666666669,3.7333333333333294,0,8,6
2016-05-01 08:30:00,60,99.61,-39.61,39.61,False,Normal,20.533333333333296,5.5,38.76,89.5,3.0,46.0,3.9,0,8,6
2016-05-01 08:40:00,70,97.9,-27.9,27.9,False,Normal,20.6,5.9,38.6266666666667,88.0,3.3333333333333295,40.33333333333329,4.06666666666667,0,8,6
2016-05-01 08:50:00,200,101.85,98.15,98.15,False,Normal,20.6,6.3,38.6633333333333,86.5,3.6666666666666705,34.66666666666669,4.23333333333333,0,8,6
2016-05-01 09:00:00,160,102.08,57.92,57.92,False,Normal,20.6,6.7,38.59,85.0,4.0,29.0,4.4,0,9,6
2016-05-01 09:10:00,50,98.14,-48.14,48.14,False,Normal,20.6,6.883333333333329,38.4666666666667,82.8333333333333,4.3333333333333295,29.0,4.18333333333333,0,9,6
2016-05-01 09:20:00,160,88.19,71.81,71.81,False,Normal,20.6666666666667,7.06666666666667,38.5266666666667,80.6666666666667,4.66666666666667,29.0,3.9666666666666694,0,9,6
2016-05-01 09:30:00,60,67.62,-7.62,7.62,False,Normal,20.7,7.25,38.7,78.5,5.0,29.0,3.75,0,9,6
2016-05-01 09:40:00,60,61.51,-1.51,1.51,False,Normal,20.7,7.43333333333333,38.7,76.3333333333333,5.3333333333333295,29.0,3.53333333333333,0,9,6
2016-05-01 09:50:00,50,58.94,-8.94,8.94,False,Normal,20.79,7.616666666666669,38.545,74.1666666666667,5.66666666666667,29.0,3.31666666666667,0,9,6
2016-05-01 10:00:00,40,56.36,-16.36,16.36,False,Normal,20.823333333333295,7.8,38.363333333333294,72.0,6.0,29.0,3.1,0,10,6
2016-05-01 10:10:00,60,58.42,1.58,1.58,False,Normal,20.89,8.01666666666667,38.23,70.8333333333333,5.8333333333333295,30.8333333333333,3.06666666666667,0,10,6
2016-05-01 10:20:00,60,62.34,-2.34,2.34,False,Normal,20.823333333333295,8.233333333333329,38.23,69.6666666666667,5.66666666666667,32.66666666666669,3.03333333333333,0,10,6
2016-05-01 10:30:00,60,65.59,-5.59,5.59,False,Normal,20.89,8.449999999999998,38.363333333333294,68.5,5.5,34.5,3.0,0,10,6
2016-05-01 10:40:00,70,66.11,3.89,3.89,False,Normal,20.89,8.66666666666667,38.4,67.3333333333333,5.3333333333333295,36.33333333333329,2.9666666666666694,0,10,6
2016-05-01 10:50:00,90,86.02,3.98,3.98,False,Normal,20.963333333333296,8.88333333333333,39.7333333333333,66.1666666666667,5.16666666666667,38.16666666666669,2.93333333333333,0,10,6
2016-05-01 11:00:00,80,125.26,-45.26,45.26,False,Normal,21.033333333333296,9.1,42.2333333333333,65.0,5.0,40.0,2.9,0,11,6
2016-05-01 11:10:00,80,119.13,-39.13,39.13,False,Normal,21.1,9.26666666666667,41.5666666666667,66.1666666666667,5.0,40.0,3.28333333333333,0,11,6
2016-05-01 11:20:00,90,118.02,-28.02,28.02,False,Normal,21.1,9.43333333333333,41.1,67.3333333333333,5.0,40.0,3.6666666666666705,0,11,6
2016-05-01 11:30:00,100,113.94,-13.94,13.94,False,Normal,21.1,9.6,40.5666666666667,68.5,5.0,40.0,4.05,0,11,6
2016-05-01 11:40:00,100,117.77,-17.77,17.77,False,Normal,21.1,9.76666666666667,40.49,69.6666666666667,5.0,40.0,4.43333333333333,0,11,6
2016-05-01 11:50:00,100,119.1,-19.1,19.1,False,Normal,21.1666666666667,9.93333333333333,40.1566666666667,70.8333333333333,5.0,40.0,4.81666666666667,0,11,6
2016-05-01 12:00:00,90,119.9,-29.9,29.9,False,Normal,21.2,10.1,39.6633333333333,72.0,5.0,40.0,5.2,0,12,6
2016-05-01 12:10:00,100,119.09,-19.09,19.09,False,Normal,21.2,10.2666666666667,39.33,69.1666666666667,5.16666666666667,40.0,4.71666666666667,0,12,6
2016-05-01 12:20:00,90,117.91,-27.91,27.91,False,Normal,21.23,10.4333333333333,39.1633333333333,66.3333333333333,5.3333333333333295,40.0,4.23333333333333,0,12,6
2016-05-01 12:30:00,100,117.24,-17.24,17.24,False,Normal,21.29,10.6,38.89,63.5,5.5,40.0,3.75,0,12,6
2016-05-01 12:40:00,90,123.63,-33.63,33.63,False,Normal,21.323333333333295,10.7666666666667,38.9666666666667,60.66666666666671,5.66666666666667,40.0,3.2666666666666706,0,12,6
2016-05-01 12:50:00,110,126.35,-16.35,16.35,False,Normal,21.39,10.9333333333333,38.8266666666667,57.83333333333329,5.8333333333333295,40.0,2.78333333333333,0,12,6
2016-05-01 13:00:00,90,122.69,-32.69,32.69,False,Normal,21.39,11.1,38.45,55.0,6.0,40.0,2.3,0,13,6
2016-05-01 13:10:00,100,125.08,-25.08,25.08,False,Normal,21.5,11.2,38.26,54.66666666666671,5.8333333333333295,40.0,2.3,0,13,6
2016-05-01 13:20:00,90,126.06,-36.06,36.06,False,Normal,21.5,11.3,38.1266666666667,54.33333333333329,5.66666666666667,40.0,2.3,0,13,6
2016-05-01 13:30:00,70,126.29,-56.29,56.29,False,Normal,21.533333333333296,11.4,37.9,54.0,5.5,40.0,2.3,0,13,6
2016-05-01 13:40:00,60,115.21,-55.21,55.21,False,Normal,21.6,11.5,37.4266666666667,53.66666666666671,5.3333333333333295,40.0,2.3,0,13,6
